zillow_neighborhood,city,state,geoid,area_km,avg_neighbor_degree_avg,avg_weighted_neighbor_degree_avg,circuity_avg,cluster_coeff_avg,cluster_coeff_weighted_avg,count_intersections,degree_centrality_avg,edge_density_km,edge_length_avg,edge_length_total,intersect_density_km,k_avg,edge_count,node_count,node_density_km,pagerank_max,pagerank_min,self_loop_proportion,street_density_km,street_length_avg,street_length_total,street_segments_count,streets_per_node_avg,dead_end_count,dead_end_proportion,intersect_3way_count,intersect_3way_proportion,intersect_4way_count,intersect_4way_proportion
Beasley,Tampa,FL,1271000,0.4341851965002856,2.6388888888888893,0.025247956757594902,1.0766831243692718,0.17592592592592593,0.024917915444259538,16,0.2810457516339869,15169.729723921067,153.17376932643938,6586,36.850634542510186,4.777777777777779,43,18,41.45696386032396,0.1200125159927696,0.009629272989889266,0.0,8703.558259581541,171.77073423582252,3778.956153188095,22,3.2222222222222223,2.0,0.1111111111111111,9.0,0.5,6.0,0.3333333333333333
Belmar Gardens,Tampa,FL,1271000,0.8765019170743995,3.0661375661375674,0.03381662674564447,1.0892627483672572,0.13227513227513224,0.023509297093423885,61,0.09831029185867887,26755.995001166266,122.14417141539208,23451,69.59482781692785,6.095238095238094,192,63,71.87662545026974,0.028495989563376768,0.0029356422332735234,0.0,13377.997500584275,122.14417141540254,11725.840455878644,96,3.238095238095238,2.0,0.031746031746031744,42.0,0.6666666666666666,19.0,0.30158730158730157
Bon Air North,Tampa,FL,1271000,0.6834089642679678,2.878787878787879,0.034807736826166995,1.0105062352523613,0.02424242424242424,0.008276286978190914,52,0.10168350168350164,24233.105405314058,109.67630109961706,16561,76.08913947404787,5.490909090909091,151,55,80.47889752062757,0.03308047982877948,0.002910527903498293,0.0,12698.275972624304,111.25789269794869,8678.115630439997,78,3.4545454545454546,3.0,0.05454545454545454,21.0,0.38181818181818183,31.0,0.5636363636363636
Bon Air,Tampa,FL,1271000,1.0120856410180998,3.0449019607843137,0.03575589312019354,1.0202013043202638,0.06588235294117646,0.01874709762552847,84,0.07030812324929968,27469.65175160696,110.7635063807534,27801,82.99692891157001,5.905882352941178,251,85,83.9849875890887,0.02796397551016061,0.0028423475623825844,0.0,14975.896896224787,109.04237561177437,15156.890210036638,139,3.611764705882353,1.0,0.011764705882352941,35.0,0.4117647058823529,45.0,0.5294117647058824
Carver City,Tampa,FL,1271000,5.530584154279544,2.5765765765765765,0.02187121225281089,1.0509820292198422,0.029729729729729718,0.003891582988895492,150,0.02473560517038777,13714.290958027388,180.16161581863537,75848,27.121908973020616,4.551351351351352,421,185,33.450354400058764,0.017786987306285192,0.0008832666708312227,0.0,8259.106936873111,191.1200249103376,45677.68595357068,239,2.8702702702702703,35.0,0.1891891891891892,102.0,0.5513513513513514,47.0,0.25405405405405407
Channelside,Tampa,FL,1271000,1.3623958302011732,2.2107843137254903,0.034841634090966946,1.0224142650337402,0.11151960784313728,0.007924669450650039,122,0.03104575163398692,21339.168197237883,102.00839919957328,29072,89.54813079689573,4.191176470588236,285,136,99.82414580637555,0.01882009944182524,0.0012920918004487008,0.0,13913.217857661926,98.21404141947724,18955.30999395911,193,3.0588235294117645,14.0,0.10294117647058823,85.0,0.625,35.0,0.25735294117647056
College Hill,Tampa,FL,1271000,0.5422076716876973,3.0438144329896906,0.045115264929157975,1.0138768803782463,0.008591065292096219,0.0019259164432846472,91,0.059707903780068725,38425.99367010147,74.9455703602587,20834,167.83237263454745,5.731958762886598,278,97,178.89824335770442,0.019390430457199303,0.0025673310769392717,0.0,19902.969664220018,74.42443338832831,10791.542841307608,145,3.3505154639175267,6.0,0.061855670103092786,45.0,0.4639175257731959,46.0,0.4742268041237113
Cory Lake Isles,Tampa,FL,1271000,3.818317701844916,2.0965909090909087,0.013535498840967851,1.3262078694700141,0.022727272727272728,0.010120020045876556,26,0.08456659619450316,4684.902697588726,223.60558627030042,17888,6.809281476875915,3.636363636363636,80,44,11.523399422405395,0.04163352511965765,0.003935830980845877,0.05,2683.7672732003593,238.3133973696045,10247.476086892992,43,2.2045454545454546,18.0,0.4090909090909091,25.0,0.5681818181818182,1.0,0.022727272727272728
Courier City,Tampa,FL,1271000,1.3078320513825863,3.220238095238096,0.035532485134154836,1.0047523871724555,0.04226190476190477,0.011871375747238195,107,0.055662805662805716,27992.63496291769,105.80828094553915,36609,81.81478645280484,6.178571428571429,346,112,85.63790731508544,0.014785997881164062,0.0022968525894114518,0.0,14902.277892859323,105.9221557983238,19489.676666891577,184,3.571428571428572,5.0,0.044642857142857144,33.0,0.29464285714285715,71.0,0.6339285714285714
Culbreath,Tampa,FL,1271000,0.980073516056862,2.364583333333333,0.02098231950895976,1.5085772293078972,0.06666666666666668,0.005568193061731825,37,0.12307692307692306,18217.158309113787,185.98077496435027,17854,37.75227000201211,4.8,96,40,40.81326486704012,0.04693355686036101,0.004005340453938586,0.04166666666666666,11330.794757076685,222.1002371457361,11105.011857286805,50,3.175,3.0,0.075,26.0,0.65,10.0,0.25
Davis Island,Tampa,FL,1271000,3.6294592950330467,3.029320987654321,0.029315182781789368,1.0807443442804194,0.11728395061728394,0.023437204269480642,161,0.03757380568974775,19449.250742778364,144.06176304041904,70590,44.359224587621135,6.049382716049383,490,162,44.63474772170573,0.014967843274226778,0.0009497045479563619,0.004081632653061225,10087.079149485864,139.73527930853248,36610.64317883551,262,3.2592592592592586,1.0,0.006172839506172839,113.0,0.6975308641975309,46.0,0.2839506172839506
Downtown,Tampa,FL,1271000,2.0231658822947214,2.50389461626575,0.04125769657399996,1.030796480304211,0.07239404352806414,0.006120006304377502,272,0.01635264841805899,28294.347118627113,82.96254746697149,57244,134.44275745273606,4.742268041237113,690,291,143.83397948068458,0.013528089721450464,0.0005416525677203052,0.0,19205.94579225139,84.1056585802703,38856.814264084875,462,3.3711340206185567,19.0,0.06529209621993128,134.0,0.46048109965635736,129.0,0.44329896907216493
Drew Park,Tampa,FL,1271000,5.971934926329102,2.85204081632653,0.02423617774611452,1.0137930478698969,0.03316326530612245,0.004008048582537494,180,0.027420198848770217,14262.916316910007,162.55192386309943,85177,30.140984826612048,5.346938775510204,524,196,32.82018347786645,0.011611653091335815,0.0007693891138672282,0.0,7995.995657231309,162.42029161971251,47751.56573619549,294,3.147959183673469,16.0,0.08163265306122448,121.0,0.6173469387755102,57.0,0.29081632653061223
East Tampa,Tampa,FL,1271000,11.307477361544134,3.224674589700059,0.04331069753404017,1.012586907183791,0.023514431239388785,0.0013679191933177069,1094,0.005153962550468576,30906.88435651416,97.81105378593521,349478,96.75013842792295,6.066213921901528,3573,1178,104.1788510677269,0.002092410517177118,0.0001280644319891485,0.000279876854184159,16512.120997469872,97.60085434917313,186710.43436996816,1913,3.3157894736842106,84.0,0.07130730050933787,562.0,0.4770797962648557,524.0,0.44482173174872663
East Ybor,Tampa,FL,1271000,4.049509367264034,2.9241452991452976,0.03554920713504342,1.023976795339213,0.031339031339031334,0.0021437017794600642,199,0.02255970067128864,18478.7941187422,121.67487785299197,74830,49.141755692356924,5.256410256410256,615,234,57.78477805030914,0.010789702382097586,0.0006783985453675699,0.0,11009.364342489816,131.90095867613948,44582.52403253515,338,3.1153846153846154,35.0,0.14957264957264957,102.0,0.4358974358974359,97.0,0.41452991452991456
Fairoaks,Tampa,FL,1271000,2.390726999657523,2.619871794871795,0.02714223543127457,1.0544545221224615,0.027692307692307697,0.0059519176006699506,106,0.03732856290995831,18441.01660145635,140.85442904228216,44087,44.33797753368943,4.815384615384615,313,130,54.376764899807796,0.025314138153961968,0.0012062666084754743,0.0,10097.423689918127,142.00107907334564,24140.18344246876,170,2.8307692307692314,24.0,0.18461538461538463,83.0,0.6384615384615384,20.0,0.15384615384615385
Florence,Tampa,FL,1271000,0.2906567186112744,1.8174603174603177,0.021031398492972784,1.001471806696514,0.07936507936507936,0.01624106340346871,19,0.17619047619047626,11631.130226018353,91.36935527661905,3380,65.36920973573189,3.523809523809524,37,21,72.25017918159841,0.0900028712668678,0.008648944170394761,0.0,8199.927862416955,99.30683855580305,2383.364125339273,24,3.1428571428571432,2.0,0.09523809523809523,12.0,0.5714285714285714,7.0,0.3333333333333333
Forest Hills,Tampa,FL,1271000,6.319880709466647,2.9678396871945285,0.029440157697301364,1.0317026269993284,0.055229716520039114,0.004593204334256403,313,0.016560289805071543,21993.851195206567,144.79012072444368,138998,49.526251267868474,5.6304985337243405,960,341,53.956714640073955,0.006149055619485672,0.00045361678291122235,0.0,11788.903025571215,147.53358577639705,74504.46081708051,505,3.1231671554252203,28.0,0.08211143695014662,214.0,0.6275659824046921,97.0,0.2844574780058651
Gandy Sun Bay South,Tampa,FL,1271000,7.0501712615000045,3.1070265638389056,0.02805118441242543,1.0716311478779257,0.03864610111396745,0.005766564850953167,349,0.0151326425145098,22843.191598172027,141.02312865706722,161048,49.50234356799813,5.871465295629821,1142,389,55.175964607310235,0.005455276318623904,0.0003881485315047225,0.005253940455341506,11968.970186619317,141.58270073733866,84383.28963945384,596,3.1928020565552697,40.0,0.10282776349614396,196.0,0.5038560411311054,151.0,0.38817480719794345
Golf View,Tampa,FL,1271000,1.447437460425845,2.7510040160642566,0.026576447359706903,1.0125511980947282,0.05622489959839358,0.009028531231137707,66,0.061122538936232776,17561.508428986566,122.2076209697086,25419,45.597824986913345,5.0120481927710845,208,83,57.34271930172435,0.029222950734752142,0.0019685039370078744,0.0,8804.71673574058,121.37406506427887,12744.276831749285,105,2.963855421686747,17.0,0.20481927710843373,40.0,0.4819277108433735,21.0,0.25301204819277107
Grant Park,Tampa,FL,1271000,0.6390222358133261,3.0394736842105265,0.032200754046918606,1.000034899889922,0.0,0.0,38,0.15647226173541973,20875.12963709669,121.26974557809591,13339,59.46584934033615,5.789473684210527,110,38,59.46584934033615,0.03847093742959716,0.008263009665040753,0.0,11387.976062221793,125.46844697706214,7277.169924669604,58,3.8684210526315783,0.0,0.0,5.0,0.13157894736842105,33.0,0.868421052631579
Harbour Island,Tampa,FL,1271000,0.8706194984171302,2.4094202898550723,0.05745705267493501,1.0470074828854243,0.043478260869565216,0.003183203550741297,19,0.1936758893280632,4400.936134065362,78.19471040011857,3831,21.823540633472856,4.260869565217392,49,23,26.417970240519782,0.08675966763870066,0.01922985570658258,0.0,2777.9495068839583,75.57928144723205,2418.5370063114256,32,2.9130434782608696,4.0,0.17391304347826086,13.0,0.5652173913043478,6.0,0.2608695652173913
Highland Pines,Tampa,FL,1271000,1.8016159061888148,2.38768115942029,0.02256579222343031,1.1750565106391724,0.09963768115942027,0.012773168618926668,85,0.05160057333970376,17102.11747369359,142.64558736164838,30811,47.17986764438109,4.695652173913044,216,92,51.06526850921247,0.032434796494122085,0.0017106134404494694,0.0,10245.6241928627,140.90595049385024,18458.679514694384,131,3.1195652173913038,7.0,0.07608695652173914,61.0,0.6630434782608695,23.0,0.25
Historic Ybor,Tampa,FL,1271000,1.6532601723214004,2.715986394557824,0.03839996261179699,1.0168005456070424,0.038265306122448974,0.00376681905073583,178,0.02616431187859753,29153.341397259195,96.3961164443547,48198,107.66605461139488,5.1020408163265305,500,196,118.55363316760337,0.01192677099580682,0.0007972142742866753,0.0,18150.44492524513,99.36227716828098,30007.407704820853,302,3.3061224489795915,18.0,0.09183673469387756,83.0,0.42346938775510207,94.0,0.47959183673469385
Hunters Green,Tampa,FL,1271000,7.117535807503562,2.119047619047619,0.03859980830055879,1.2954003352490675,0.10142857142857138,0.006936947360521368,55,0.059627329192546576,2533.2886031447474,125.2136968307182,18030,7.7273935091435755,4.114285714285714,144,70,9.834864466182733,0.027756699853613943,0.002223869532987398,0.05555555555555555,1629.3144250529574,130.30004226962367,11596.703761996509,89,2.7142857142857144,15.0,0.21428571428571427,46.0,0.6571428571428571,8.0,0.11428571428571428
Interbay,Tampa,FL,1271000,2.448030157781944,2.564542483660132,0.030190234158367895,1.084004761504246,0.0522875816993464,0.008992114856486906,83,0.04503979809745683,13306.163859629341,140.4047000550035,32573,33.9048110727536,4.549019607843137,232,102,41.666153366516475,0.02910334262701124,0.0014829461196243206,0.017241379310344827,7585.816199125227,143.95586687480122,18570.306826849355,129,2.843137254901962,19.0,0.18627450980392157,61.0,0.5980392156862745,22.0,0.21568627450980393
Live Oaks Square,Tampa,FL,1271000,1.6172910470488138,3.2146464646464654,0.02453875803205555,1.008351862523603,0.015151515151515154,0.004827088662251131,63,0.09324009324009316,17310.42916405334,139.98001053798077,27996,38.954027548078365,6.0606060606060606,200,66,40.808981240844005,0.02453469397289962,0.005240710838295108,0.0,8655.214582026942,139.98001053798512,13998.001053798513,100,3.3939393939393936,3.0,0.045454545454545456,31.0,0.4696969696969697,32.0,0.48484848484848486
Lowry Park Central,Tampa,FL,1271000,6.246456516993122,3.1134852801519464,0.02687421096423084,1.0433998023768831,0.022317188983855644,0.003309657286311904,299,0.016166056166056153,22288.4201746619,140.20508303474102,139223,47.86713862276761,5.658119658119658,993,351,56.19185838324894,0.006084122560902877,0.0004378512768753722,0.006042296072507553,11495.493445656255,140.52074354143102,71806.09994967125,511,3.0712250712250717,52.0,0.14814814814814814,170.0,0.4843304843304843,126.0,0.358974358974359
Macdill Afb Area,Tampa,FL,1271000,22.037781487587935,2.8853564547206165,0.02272498092978193,1.1683954934786531,0.07321772639691716,0.0016032613731614734,139,0.030850920822691263,4743.204141018361,227.73354337861625,104529,6.307349951640425,5.306358381502889,459,173,7.8501549757826865,0.01922993333555249,0.0008816527189902194,0.004357298474945534,2431.553375493848,226.1014428883556,53586.04196454028,237,2.7976878612716765,34.0,0.19653179190751446,106.0,0.6127167630057804,33.0,0.1907514450867052
New Tampa,Tampa,FL,1271000,3.4892747661168597,2.5711805555555562,0.014061306953613134,1.2509883179568395,0.04166666666666666,0.011094468247424612,38,0.10283687943262408,8901.084928718745,267.7442330417362,31058,10.890515235144235,4.833333333333333,116,48,13.7564402970243,0.05313066759441188,0.004065963192584829,0.10344827586206896,5106.076873511233,274.10007982454795,17816.505188595613,65,2.6041666666666665,10.0,0.20833333333333334,37.0,0.7708333333333334,1.0,0.020833333333333332
North Hyde Park,Tampa,FL,1271000,4.411852180163686,2.897058823529412,0.033317263965112864,1.0128561137382608,0.034356351236146616,0.00296199960245789,363,0.014020591514197612,27802.358282906407,114.74265201509128,122659,82.27836862533597,5.468030690537084,1069,391,88.6249094559404,0.005387188562149245,0.0004014869837666351,0.0,16269.974497048606,116.71662187969349,71780.72245601147,615,3.3145780051150897,28.0,0.07161125319693094,181.0,0.4629156010230179,173.0,0.4424552429667519
North Tampa,Tampa,FL,1271000,2.883935483723107,2.9859649122807017,0.03589234065031263,1.0111658494774936,0.038596491228070184,0.005160454754665747,252,0.019372374598468026,27695.80113827953,101.87870363880505,79872,87.3805955168847,5.5017543859649125,784,285,98.8232925488577,0.009093541494293915,0.0005543102725928063,0.0,15300.1370257974,100.74111432539465,44124.608074522854,438,3.224561403508772,33.0,0.11578947368421053,122.0,0.4280701754385965,130.0,0.45614035087719296
Northeast Macfarlane,Tampa,FL,1271000,4.0717405488074645,3.21140350877193,0.030501529166024218,1.0059947825218365,0.019298245614035085,0.003385170605969245,281,0.02199159871509759,27044.693828576143,123.72918706954664,110118,69.01225572496251,6.245614035087719,890,285,69.99463658937479,0.006177797480726304,0.0005354663399250859,0.0,14321.771970809114,121.74225399648785,58314.53966431768,479,3.5543859649122806,4.0,0.014035087719298246,117.0,0.4105263157894737,162.0,0.5684210526315789
Northeast,Tampa,FL,1271000,1.1377903182621625,2.3684210526315788,0.033396598727847206,1.0621570968094844,0.0,0.0,70,0.043449048152295625,16949.817024891625,99.40895725379823,19285,61.52275940167654,4.08421052631579,194,95,83.49517347370387,0.02775183713204236,0.0017200440279299756,0.010309278350515464,9507.371475115722,96.58388586168323,10817.395216508525,112,2.7789473684210533,25.0,0.2631578947368421,41.0,0.43157894736842106,29.0,0.30526315789473685
Northview Hills,Tampa,FL,1271000,2.224928959135092,2.489233954451345,0.0466988074400222,1.0217772528369324,0.07908902691511388,0.008316373383583002,140,0.028027950310559026,15381.633663092276,94.8006708471501,34223,62.92335736167635,4.484472049689441,361,161,72.3618609659278,0.013839453787139678,0.0009766153590000382,0.0,9498.740547200769,90.703961024797,21134.0229187777,233,3.1180124223602483,21.0,0.13043478260869565,88.0,0.546583850931677,44.0,0.2732919254658385
Oakford Park,Tampa,FL,1271000,2.5778546493078256,3.1666666666666665,0.032013905034432195,1.0032055759762233,0.00873015873015873,0.0004643006380619286,201,0.02898154477101848,28345.857098575943,114.89229482732584,73071,77.97181274513291,6.057142857142857,636,210,81.46308794267615,0.010493799029955056,0.0007487673819699298,0.0,15198.453134724443,116.60536629653721,39179.403075636495,336,3.452380952380953,9.0,0.04285714285714286,84.0,0.4,115.0,0.5476190476190477
Old Seminol Heights,Tampa,FL,1271000,4.6337174785818425,3.3151974288337915,0.03376380196947111,1.0140737129685091,0.010376492194674016,0.002455797851732374,326,0.01692464575437962,28510.489310052213,118.80355453139364,132109,70.3538792571732,6.126721763085398,1112,363,78.33882874341678,0.005702836411075093,0.00041516745087185177,0.0,14282.856863014216,118.81997035948223,66182.7234902316,557,3.1515151515151514,37.0,0.10192837465564739,200.0,0.5509641873278237,123.0,0.33884297520661155
Old West Tampa,Tampa,FL,1271000,2.1438307931100464,2.9763888888888883,0.02604635721393455,1.05403719082521,0.035416666666666666,0.007107617839485366,123,0.03768453768453768,25311.674670040316,139.85553500725777,54263,57.37393100020007,5.388888888888888,388,144,67.16948019535619,0.013801939701934784,0.0010755506744871976,0.0,13736.442842014987,134.46853494295806,29448.60915250781,219,3.298611111111111,21.0,0.14583333333333334,41.0,0.2847222222222222,79.0,0.5486111111111112
Orient Park,Tampa,FL,1271000,7.153066275239572,2.6415187376725835,0.026994405730333727,1.0349941203636983,0.039447731755424056,0.004008541385359837,137,0.027824739363200863,7377.917085336637,133.6069111003426,52774,19.152625563421267,4.674556213017752,395,169,23.626231534439377,0.01450528955625914,0.0009429518361578287,0.0,4158.083158703103,137.69927968592958,29743.044412160787,216,2.798816568047337,32.0,0.1893491124260355,108.0,0.6390532544378699,28.0,0.16568047337278108
Palma Ceia West,Tampa,FL,1271000,1.1278718151904676,3.2507936507936512,0.030108781370248888,1.0024409745253149,0.02261904761904762,0.01106095403342985,75,0.06884681583476764,27197.045501128607,127.81158782156528,30674,66.49691834646521,5.7142857142857135,240,84,74.47654854804102,0.02652740734966348,0.0018039687312086594,0.0,13718.315024602378,126.82377760781105,15472.500868152949,122,3.321428571428572,9.0,0.10714285714285714,39.0,0.4642857142857143,31.0,0.36904761904761907
Palma Ceia,Tampa,FL,1271000,2.013346080038614,3.4246254681647934,0.034600760066317904,1.0235476502025167,0.041198501872659166,0.004890861688397116,161,0.035739224274741216,32321.670508944884,115.58562809855034,65074,79.96638113846389,6.3258426966292145,563,178,88.41003628973026,0.009350691703378176,0.0008426966292134832,0.0,16605.66440534061,118.13763016582777,33432.949336929254,283,3.443820224719101,17.0,0.09550561797752809,48.0,0.2696629213483146,113.0,0.6348314606741573
Palmetto Beach,Tampa,FL,1271000,10.501744339163253,2.399999999999999,0.026438668647636242,1.02674269818975,0.058914728682170535,0.002769667470356701,190,0.020778091719191448,6922.851509422805,152.09626914215215,72702,18.092232477175177,4.446511627906976,478,215,20.472789382066647,0.017669736523538513,0.0007554034644848982,0.0062761506276150635,4712.2597413461635,160.67190604983432,49486.94706334896,308,3.0604651162790697,25.0,0.11627906976744186,123.0,0.5720930232558139,65.0,0.3023255813953488
Parkland Estates,Tampa,FL,1271000,1.066621065768563,2.9912790697674434,0.03132996838512228,1.0247717704348225,0.060077519379844964,0.012463733902050028,82,0.06675786593707246,28793.096109175516,125.86607728994042,30711,76.87828661148203,5.674418604651162,244,86,80.62844693399333,0.0223393237628703,0.002973758585339332,0.008196721311475409,14491.087584764009,125.6625958033055,15456.499283806583,123,3.2209302325581395,4.0,0.046511627906976744,55.0,0.6395348837209303,27.0,0.313953488372093
Plaza Terrace,Tampa,FL,1271000,4.690430133716938,2.514475743348983,0.035554236883299915,1.0488308501576802,0.048043818466353666,0.006901076986975618,187,0.021923996811055044,13815.176081085625,130.9073094814737,64799,39.86841178077873,4.647887323943662,495,213,45.411613418747976,0.013130159407588651,0.0007668876405779664,0.0,8412.116199800112,130.65047454261878,39456.44331187087,302,3.0892018779342725,26.0,0.12206572769953052,119.0,0.5586854460093896,65.0,0.3051643192488263
Port Tampa City,Tampa,FL,1271000,6.416846869523461,3.3180180180180185,0.03063162182850345,1.016637161757682,0.03783783783783783,0.006218150251491872,157,0.03278495887191542,10173.744634007402,116.99527133702776,65283,24.466845351361705,6.032432432432432,558,185,28.830359171986718,0.01034642621470136,0.0008298755186721994,0.0,5086.87231700313,116.99527133701466,32641.68070302709,279,3.1135135135135137,28.0,0.15135135135135136,80.0,0.43243243243243246,77.0,0.41621621621621624
Rattlesnake,Tampa,FL,1271000,2.051943270543624,2.880208333333333,0.034862816477730305,1.029149755561879,0.0234375,0.005282811559592936,51,0.08085317460317454,11263.000029070237,141.78550377781173,23111,24.85448829513133,5.09375,163,64,31.189946095851077,0.029874959368621383,0.0025712392056052896,0.0,6051.478251613657,147.8248818480921,12417.290075239738,84,2.953125,13.0,0.203125,28.0,0.4375,23.0,0.359375
Ridgewood Park,Tampa,FL,1271000,0.28686854756063745,2.8131313131313127,0.0331048327341092,1.0443546871057947,0.02525252525252525,0.01169982273688524,32,0.16666666666666666,31511.226092599267,102.72249614816832,9039,111.5493499448068,5.333333333333333,88,33,115.03526713058201,0.04894963922563518,0.015332316101700575,0.0,17198.88573083988,102.78790352640436,4933.81936926741,48,3.3939393939393936,1.0,0.030303030303030304,17.0,0.5151515151515151,15.0,0.45454545454545453
River Grove,Tampa,FL,1271000,2.5084048862445143,2.6261261261261257,0.027752688712118247,1.177126076185758,0.045045045045045036,0.01543279994904772,33,0.14714714714714713,5767.714591562375,147.6302394279474,14467,13.155770896861195,5.297297297297297,98,37,14.750409793450432,0.05015928866495537,0.006609893962918442,0.0,2883.8572957810998,147.63023942794294,7233.8817319692025,49,3.0540540540540535,4.0,0.10810810810810811,23.0,0.6216216216216216,10.0,0.2702702702702703
Riverside Heights,Tampa,FL,1271000,1.797354587706814,3.3291316526610637,0.034628927437653945,1.007609719478338,0.012605042016806723,0.004821421357800579,113,0.05298390542657732,24700.40063460977,119.34241505057037,44395,62.870176409749504,6.2521008403361344,372,119,66.20841586513444,0.014749742885771909,0.0015911873616148492,0.0,12350.200317305798,119.34241505057919,22197.68919940773,186,3.3865546218487395,6.0,0.05042016806722689,55.0,0.46218487394957986,58.0,0.48739495798319327
Riverside,Tampa,FL,1271000,2.6105712137908843,3.0909375,0.028246718385225682,1.0518576981555905,0.04479166666666665,0.010908803389977462,141,0.035770440251572416,24084.03444389122,138.18260885971551,62873,54.011167845235654,5.6875,455,160,61.28926847686316,0.012674763535703388,0.0017019556029372641,0.006593406593406593,12226.862617655286,138.77867645489889,31919.095584626742,230,3.10625,19.0,0.11875,87.0,0.54375,53.0,0.33125
Seminol Heights,Tampa,FL,1271000,3.5811761916035194,3.341963322545848,0.03620852786162378,1.0082337943194155,0.016720604099244876,0.003137512887235645,279,0.020279073677131988,29220.654847769012,108.4397030506677,104644,77.9073648077265,6.2459546925566345,965,309,86.2845008085573,0.0072727579678685435,0.0004894762604013706,0.0,15002.743043075716,110.32333920864085,53727.46619460809,487,3.229773462783172,30.0,0.0970873786407767,149.0,0.48220064724919093,129.0,0.4174757281553398
South Seminol Heights,Tampa,FL,1271000,2.4145881225359505,2.9845058626465666,0.03313280830403111,1.015128137983254,0.026800670016750416,0.0027024989850438865,180,0.027917364600781692,26019.392331964405,114.22930123702587,62826,74.54687543602793,5.527638190954773,550,199,82.41571228760866,0.010586504922746022,0.0007804710111669835,0.0,14076.6847946079,113.67690939713259,33989.39590974265,299,3.1457286432160805,19.0,0.09547738693467336,113.0,0.5678391959798995,67.0,0.33668341708542715
Sulphur Springs,Tampa,FL,1271000,5.683417548603479,3.2623644986449856,0.03374958280207202,1.0212802227076452,0.022222222222222216,0.0023447276436004048,452,0.012393820475883027,28851.025955698966,109.53401951358309,163972,79.52961332412833,6.085365853658537,1497,492,86.56763220236978,0.0050041939814549794,0.00030487804878048786,0.0,15065.877731452185,109.35590534361393,85625.67388404971,783,3.3069105691056917,40.0,0.08130081300813008,224.0,0.45528455284552843,225.0,0.4573170731707317
Sunset Park,Tampa,FL,1271000,2.241740569180409,3.0538288288288298,0.02892727785741145,1.0262634219371352,0.08738738738738737,0.01184495091916452,117,0.03640375068946493,24143.321228803365,136.67440069031088,54123,52.19158791544543,5.351351351351352,396,148,66.02012830329849,0.014546417054931341,0.0010252904989747095,0.0,12071.66061440184,136.6744006903127,27061.531336681903,198,2.8243243243243237,31.0,0.20945945945945946,82.0,0.5540540540540541,34.0,0.22972972972972974
Swann Estates,Tampa,FL,1271000,0.9994019101601864,3.0357142857142865,0.025635689772094124,1.0002721125730716,0.0,0.0,59,0.09267793138760876,24284.413524090567,134.08778598395568,24269,59.03530841815515,5.746031746031746,181,63,63.037702209216526,0.02779479682792501,0.002446982055464927,0.0,12461.892849664197,133.91870449640822,12454.439518165967,93,3.5396825396825395,4.0,0.06349206349206349,17.0,0.2698412698412698,39.0,0.6190476190476191
Tampa Bayshore Gardens,Tampa,FL,1271000,0.5148652217528573,2.9839743589743595,0.033339669776146136,1.026760649509896,0.0608974358974359,0.012489275316677262,45,0.1040723981900452,28261.34473424552,105.44046031616857,14550,87.40151421919239,5.307692307692308,138,52,100.99730531995563,0.04159961096376103,0.006561859439246703,0.0,15960.530767638107,112.56879743799036,8217.522212973296,73,3.0576923076923075,7.0,0.1346153846153846,30.0,0.5769230769230769,13.0,0.25
Tampa Heights,Tampa,FL,1271000,3.671725614791029,2.9173011844331653,0.040213853053290866,1.0111174790286246,0.02673434856175973,0.002867897895069263,374,0.013910954392219092,28406.600841841977,96.84423764172293,104301,101.85946316178793,5.467005076142132,1077,394,107.30649327739157,0.006698452895346907,0.0003861127901277424,0.0,15977.636482665668,96.3308655783632,58665.497137223174,609,3.2614213197969537,20.0,0.050761421319796954,228.0,0.5786802030456852,140.0,0.3553299492385787
Tampa International Airport Area,Tampa,FL,1271000,12.710970160138675,1.6905737704918034,0.027685714385566454,1.1357480714019172,0.060928961748633916,0.0030707380283663786,199,0.013931053093166057,7332.646637114893,225.67809346055355,93205,15.655768009279075,3.3852459016393444,413,244,19.196017056603488,0.01918133763205284,0.0008248462711678058,0.004842615012106539,5811.065016294864,239.8190714959409,73864.2740207498,308,2.790983606557377,45.0,0.18442622950819673,157.0,0.6434426229508197,36.0,0.14754098360655737
Tampa Palms,Tampa,FL,1271000,31.032096869280263,2.4338118022328556,0.030650334191831483,1.1315409069243785,0.034928229665071774,0.0025869977624645712,304,0.010211926152857572,4685.221807278253,163.36208649159903,145392,9.79630868260598,4.258373205741627,890,418,13.469924438583222,0.006239972604137555,0.00037868173983905386,0.017977528089887642,3069.3303624575206,176.71197983600157,95247.75713160489,539,2.6387559808612444,114.0,0.2727272727272727,224.0,0.5358851674641149,77.0,0.18421052631578946
Temple Crest,Tampa,FL,1271000,4.300726043870812,2.730478087649403,0.03545720699373404,1.0464766085139974,0.023638778220451524,0.004192266648797968,221,0.0202390438247012,19629.10261229204,132.94392570471965,84419,51.3866723305844,5.059760956175299,635,251,58.36223871030175,0.009726728758258802,0.0006068785941074753,0.0031496062992125984,10976.580441599472,130.04756302432457,47207.26537782983,363,3.0,30.0,0.11952191235059761,163.0,0.649402390438247,56.0,0.22310756972111553
